2018-02-02,2018-02-09,2018-02-16,2018-02-23,2018-03-02,2018-03-09,2018-03-16,2018-03-23,2018-03-30,2018-04-06,2018-04-13,2018-04-20,2018-04-27,2018-05-04,2018-05-11,2018-05-18,2018-05-25,2018-06-01,2018-06-08,2018-06-15,2018-06-22,2018-06-29,2018-07-06,2018-07-13,2018-07-23,2018-07-30,2018-08-06,2018-08-13,2018-08-20,2018-08-27,2018-09-03,2018-09-10,2018-09-17,2018-09-24,2018-10-01,2018-10-08,2018-10-15,2018-10-22,2018-10-29,2018-11-05,2018-11-12,2018-11-19,2018-11-26,2018-12-03,2018-12-10,2018-12-14,2018-12-21,2018-12-28,2019-01-04,2019-01-11,2019-01-18,2019-01-25,2019-02-01,2019-02-08,2019-02-20,2019-02-27,2019-03-06,2019-03-13,2019-03-20,2019-03-27,2019-04-03,2019-04-10,2019-04-22,2019-04-29,2019-05-06,2019-05-13,2019-05-20,2019-05-27,2019-06-03,2019-06-10,2019-06-14,2019-06-21,2019-06-28,2019-07-05,2019-07-12,2019-07-19,2019-07-26,2019-08-02,2019-08-09,2019-08-16,2019-08-23,2019-08-30,2019-09-06,2019-09-13,2019-09-20,2019-09-27,2019-10-04,2019-10-11,2019-10-18,2019-10-25,2019-11-01,2019-11-08,2019-11-15,2019-11-22,2019-11-29,2019-12-06,2019-12-13,2019-12-20,2019-12-27,2020-01-03,2020-01-10,2020-01-17,2020-01-24,2020-01-31,2020-02-07,2020-02-14,2020-02-21,2020-02-28,2020-03-06,2020-03-13,2020-03-20,2020-03-27,2020-04-03,2020-04-10,2020-04-17,2020-04-24,2020-05-01,2020-05-08,2020-05-15,2020-05-22,2020-05-29,2020-06-05,2020-06-12,2020-06-19,2020-06-26,2020-07-03,2020-07-10,2020-07-17,2020-07-24,2020-07-31,2020-08-07,2020-08-14,2020-08-21,2020-08-28,2020-09-04,2020-09-11,2020-09-18,2020-09-25,2020-10-02,2020-10-09,2020-10-16,2020-10-23,2020-10-30,2020-11-06,2020-11-13,2020-11-20,2020-11-27,2020-12-04,2020-12-11,2020-12-18,2020-12-25,2021-01-01,2021-01-08,2021-01-15,2021-01-22,2021-02-02,2021-02-09,2021-02-16,2021-02-23,2021-03-02,2021-03-09,2021-03-16,2021-03-23,2021-03-30,2021-04-06,2021-04-13,2021-04-20,2021-04-27,2021-05-04,2021-05-11,2021-05-18,2021-05-25,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-07-09,2021-07-16,2021-07-23,2021-07-30,2021-08-06,2021-08-13,2021-08-20,2021-08-27,2021-09-03,2021-09-10,2021-09-17,2021-09-24,2021-10-01,2021-10-08,2021-10-15,2021-10-22,2021-10-29,2021-11-05,2021-11-12,2021-11-19,2021-11-26,2021-12-03,2021-12-10,2021-12-17,2021-12-24,2021-12-31
32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,32830,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,670,7310,7310,7310,7310
18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,18260,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,7310,271560,271560,271560,271560
28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,271560,1800,1800,1800,1800
9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,1800,100,100,100,100
5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,5930,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,100,139480,139480,139480,139480
10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,10140,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,214320,20150,20150,20150,20150
16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,16360,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,139480,30000,30000,30000,30000
29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,29780,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,271560,7570,185750,185750,185750,185750
810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,20150,35720,35720,35720,35720
145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,145990,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30000,192820,192820,192820,192820
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,214320,185750,120110,120110,120110,120110
4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,4490,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,139480,35720,21240,21240,21240,21240
1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,7570,192820,192400,192400,192400,192400
3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,20150,120110,3240,3240,3240,3240
29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,29530,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,21240,28670,28670,28670,28670
4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,4170,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,185750,192400,47050,47050,47050,47050
55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,55550,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,35720,3240,103140,103140,103140,103140
3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,192820,28670,86790,86790,86790,86790
3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,3620,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,120110,47050,80,80,80,80
2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,5850,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,111770,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,103140,36460,36460,36460,36460
90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,90430,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,36570,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,192400,86790,71050,71050,71050,71050
